card_name	set_name	rarity
Overload Fusion	Duelist Pack- Zane Truesdale_tcg	Common
Photon Generator Unit	Duelist Pack- Zane Truesdale_tcg	Common
Power Bond	Duelist Pack- Zane Truesdale_tcg	Rare
Proto-Cyber Dragon	Duelist Pack- Zane Truesdale_tcg	Common
Push damage through with piercing	Duelist Pack- Zane Truesdale_tcg	Common
Return Soul	Duelist Pack- Zane Truesdale_tcg	Super Rare
Ruthless Denial	Duelist Pack- Zane Truesdale_tcg	Super Rare
Switch stats and go on the attack!	Duelist Pack- Zane Truesdale_tcg	Common
Tenacity wins the Duel	Duelist Pack- Zane Truesdale_tcg	Common
The Futuristic fury of Cyberdark Dragon!	Duelist Pack- Zane Truesdale_tcg	Common
Trap Jammer	Duelist Pack- Zane Truesdale_tcg	Common
Ultimate attack power!	Duelist Pack- Zane Truesdale_tcg	Common
Unibird	Duelist Revolution 2-Pack Set_ocg	Normal Parallel Rare
DREV-ENSP1	Duelist Revolution Sneak Peek Participation Card_tcg	Scrap Archfiend
A/D Changer	Duelist Revolution_tcg	C
Ally of Justice Cyclone Creator	Duelist Revolution_tcg	ScR
Amazoness Fighting Spirit	Duelist Revolution_tcg	C
Amazoness Heirloom	Duelist Revolution_tcg	SR
Amazoness Queen	Duelist Revolution_tcg	SR
Amazoness Sage	Duelist Revolution_tcg	C
Amazoness Scouts	Duelist Revolution_tcg	R
Amazoness Shamanism	Duelist Revolution_tcg	SR
Amazoness Trainee	Duelist Revolution_tcg	C
Amazoness Village	Duelist Revolution_tcg	R
Amazoness Willpower	Duelist Revolution_tcg	R
Ambitious Gofer	Duelist Revolution_tcg	R
Anti-Magic Prism	Duelist Revolution_tcg	C
Barrier Wave	Duelist Revolution_tcg	C
Battle Instinct	Duelist Revolution_tcg	C
Beast Rage	Duelist Revolution_tcg	C
Beast Rising	Duelist Revolution_tcg	C
Bicorn Re'em	Duelist Revolution_tcg	C
Blind Spot Strike	Duelist Revolution_tcg	C
Chain Whirlwind	Duelist Revolution_tcg	C
Chivalry	Duelist Revolution_tcg	UR,UtR
Cursed Armaments	Duelist Revolution_tcg	SP
D.D. Destroyer	Duelist Revolution_tcg	R
D.D. Unicorn Knight	Duelist Revolution_tcg	R
Damage Eater	Duelist Revolution_tcg	C
Dark Desertapir	Duelist Revolution_tcg	R
Dash Warrior	Duelist Revolution_tcg	C
Delta Flyer	Duelist Revolution_tcg	R
Desperate Tag	Duelist Revolution_tcg	C
Double Cyclone	Duelist Revolution_tcg	C
Dragon Knight Draco-Equiste	Duelist Revolution_tcg	UR,UtR,GR
Earthquake Giant	Duelist Revolution_tcg	C
Effect Veiler	Duelist Revolution_tcg	UR,UtR
Egotistical Ape	Duelist Revolution_tcg	R
Elephun	Duelist Revolution_tcg	C
Fabled Raven	Duelist Revolution_tcg	ScR
Final Psychic Ogre	Duelist Revolution_tcg	SP
Flamvell Archer	Duelist Revolution_tcg	C
Flamvell Fiend	Duelist Revolution_tcg	C
Flamvell Poun	Duelist Revolution_tcg	C
Genex Power Planner	Duelist Revolution_tcg	C
Genex Worker	Duelist Revolution_tcg	C
Guts of Steel	Duelist Revolution_tcg	R
Horn of the Phantom Beast	Duelist Revolution_tcg	R
Howl of the Wild	Duelist Revolution_tcg	C
Hypnocorn	Duelist Revolution_tcg	R
Landoise's Luminous Moss	Duelist Revolution_tcg	R
Light of Destruction (card)	Duelist Revolution_tcg	SP
Lightning Tricorn	Duelist Revolution_tcg	UR,UtR
Lock Cat	Duelist Revolution_tcg	C
Mine Mole	Duelist Revolution_tcg	C
Miracle Synchro Fusion	Duelist Revolution_tcg	C
Miracle's Wake	Duelist Revolution_tcg	ScR
Monoceros	Duelist Revolution_tcg	C
Mystical Refpanel	Duelist Revolution_tcg	ScR
Naturia Bamboo Shoot	Duelist Revolution_tcg	UR,UtR
Naturia Beans	Duelist Revolution_tcg	C
Naturia Forest	Duelist Revolution_tcg	C
Naturia Mosquito	Duelist Revolution_tcg	C
Naturia Pineapple	Duelist Revolution_tcg	ScR
Paradox Fusion	Duelist Revolution_tcg	SR
Parallel Selection	Duelist Revolution_tcg	R
Pestilence	Duelist Revolution_tcg	C
Playful Possum	Duelist Revolution_tcg	R
Pot of Duality	Duelist Revolution_tcg	ScR
Psychic Nightmare	Duelist Revolution_tcg	ScR
Queen's Pawn	Duelist Revolution_tcg	C
Reanimation Wave	Duelist Revolution_tcg	R
Rhinotaurus	Duelist Revolution_tcg	C
Scrap Archfiend	Duelist Revolution_tcg	SR
Scrap Beast	Duelist Revolution_tcg	R
Scrap Chimera	Duelist Revolution_tcg	SR
Scrap Dragon	Duelist Revolution_tcg	UR,UtR
Scrap Goblin	Duelist Revolution_tcg	C
Scrap Golem	Duelist Revolution_tcg	R
Scrap Hunter	Duelist Revolution_tcg	R
Scrap Rage	Duelist Revolution_tcg	C
Scrap Sheen	Duelist Revolution_tcg	C
Scrapstorm	Duelist Revolution_tcg	SR
Scrapyard	Duelist Revolution_tcg	SR
Solemn Warning	Duelist Revolution_tcg	UR,UtR
Stronghold Guardian	Duelist Revolution_tcg	C
Stygian Street Patrol	Duelist Revolution_tcg	ScR
Summoning Curse	Duelist Revolution_tcg	SP
Super Rush Recklessly	Duelist Revolution_tcg	SR
Synchro Fusionist	Duelist Revolution_tcg	R
Thunder Unicorn	Duelist Revolution_tcg	UR,UtR
Trident Warrior	Duelist Revolution_tcg	SR
Ultimate Axon Kicker	Duelist Revolution_tcg	SR
Uni-Horned Familiar	Duelist Revolution_tcg	C
Unibird	Duelist Revolution_tcg	SR
Unicorn Beacon	Duelist Revolution_tcg	SR
Voltic Bicorn	Duelist Revolution_tcg	UR,UtR
Wattbetta	Duelist Revolution_tcg	C
Wattcannon	Duelist Revolution_tcg	C
Wattchimera	Duelist Revolution_tcg	UR,UtR
Wattcine	Duelist Revolution_tcg	C
Wattlemur	Duelist Revolution_tcg	C
Wattpheasant	Duelist Revolution_tcg	C
Wiseman's Chalice	Duelist Revolution_tcg	SR
DREV-ENSE1	Duelist Revolution- Special Edition_tcg	Drill Warrior
DREV-ENSE2	Duelist Revolution- Special Edition_tcg	Gold Sarcophagus
Acid Trap Hole	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Arcana Knight Joker	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Beast King Barbaros	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Beast Machine King Barbaros Ür	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Blue-Eyes Ultimate Dragon	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Blue-Eyes White Dragon	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Castle Gate	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Crush Card Virus	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Dark Burning Magic	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Dark Magician	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Dark Magician Knight	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Dark Paladin	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Dark Renewal	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Dreadscythe Harvester	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Electromagnetic Bagworm	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Emes the Infinity	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Eternal Soul	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Fiend's Mirror	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Fiendish Engine Ω	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Gaia The Fierce Knight	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Garma Sword	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Garma Sword Oath	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Gate Guardian	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Gernia	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Goblin Fan	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Goblin Zombie	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Greed Quasar	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Green Baboon, Defender of the Forest	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Harpie's Feather Duster	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Inferno Hammer	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Insect Armor with Laser Cannon	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Knight's Title	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
La Jinn the Mystical Genie of the Lamp	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Machine Lord Ür	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Mesmeric Control	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Mosaic Manticore	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Mutant Mindmaster	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Mystical Beast of Serket	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Negate Attack	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Obelisk the Tormentor	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Orichalcos Shunoros	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Puppet King	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Puppet Master	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Ring of Destruction	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Sebek's Blessing	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Shine Palace	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Slate Warrior	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Slifer the Sky Dragon	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Sorcerer of Dark Magic	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Spell of Pain	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Summoned Skull	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Sword of Dragon's Soul	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
The Winged Dragon of Ra	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Twinheaded Beast	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Union Attack	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Virus Cannon	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Viser Des	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Vorse Raider	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
XYZ-Dragon Cannon	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Zeta Reticulant	Duelist Road -Piece of Memory- Side- Yami Yugi_ocg	Not Found
Alligator's Sword Dragon	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Amazoness Chain Master	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Aqua Chorus	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Black Illusion	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Blue-Eyes Ultimate Dragon	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Celtic Guardian	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Cyber Harpie Lady	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Cyber Shield	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
D.D. Assailant	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Dark Burning Attack	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Dark Magician Girl	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Dragon Master Knight	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Electromagnetic Turtle	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Exarion Universe	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Exchange of the Spirit	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Fairy King Truesdale	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Flame Swordsman	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Gilford the Lightning	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Goddess of Whim	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Graceful Dice	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Hannibal Necromancer	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Harpie's Feather Duster	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Harpie's Pet Dragon	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Kanan the Swordmistress	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Kunai with Chain	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Launcher Spider	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Magical Arm Shield	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Magician's Valkyria	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Masked Beast Des Gardius	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Metalmorph	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Metalzoa	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Millennium Shield	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Monster Reborn	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Panther Warrior	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Pendulum Machine	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Polymerization (alternate password)	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Red-Eyes Black Dragon	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Red-Eyes Black Metal Dragon	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Rigorous Reaver	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Sage's Stone	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Salamandra	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Seal of the Ancients	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Seiyaryu	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Sinister Serpent	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Skull Dice	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Super War-Lion	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Symbol of Friendship	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Temple of the Kings	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Teva	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
The Mask of Remnants	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
The Wicked Avatar	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
The Wicked Dreadroot	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
The Wicked Eraser	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Thousand Dragon	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Tiger Axe	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Trap of Darkness	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Widespread Ruin	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Windstorm of Etaqua	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Zera the Mant	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
Zoa	Duelist Road -Piece of Memory- Side- Yugi Muto_ocg	Not Found
A Hero Lives	Duelist Saga_tcg	Ultra Rare
Advanced Ritual Art	Duelist Saga_tcg	Ultra Rare
Armityle the Chaos Phantasm	Duelist Saga_tcg	Ultra Rare
Battle Fader	Duelist Saga_tcg	Ultra Rare
Black Luster Soldier - Envoy of the Beginning	Duelist Saga_tcg	Ultra Rare
Black Rose Dragon	Duelist Saga_tcg	Ultra Rare
Blackwing - Gale the Whirlwind	Duelist Saga_tcg	Ultra Rare
Blue-Eyes White Dragon	Duelist Saga_tcg	Ultra Rare
Brain Control	Duelist Saga_tcg	Ultra Rare
Brionac, Dragon of the Ice Barrier	Duelist Saga_tcg	Ultra Rare
Brohunder	Duelist Saga_tcg	Ultra Rare
Castel, the Skyblaster Musketeer	Duelist Saga_tcg	Ultra Rare
Celestial Double Star Shaman	Duelist Saga_tcg	Ultra Rare
Chain Summon	Duelist Saga_tcg	Ultra Rare
Chaos Scepter Blast	Duelist Saga_tcg	Ultra Rare
Chimeratech Fortress Dragon	Duelist Saga_tcg	Ultra Rare
Clashing Souls	Duelist Saga_tcg	Ultra Rare
Clear Effector	Duelist Saga_tcg	Ultra Rare
Constellar Ptolemy M7	Duelist Saga_tcg	Ultra Rare
Contract with Don Thousand	Duelist Saga_tcg	Ultra Rare
Converging Wishes	Duelist Saga_tcg	Ultra Rare
Cosmic Blazar Dragon	Duelist Saga_tcg	Ultra Rare
Cosmic Flare	Duelist Saga_tcg	Ultra Rare
Cyber Dragon	Duelist Saga_tcg	Ultra Rare
D.D. Warrior Lady	Duelist Saga_tcg	Ultra Rare
Dandylion	Duelist Saga_tcg	Ultra Rare
Dark Armed Dragon	Duelist Saga_tcg	Ultra Rare
Dark Magician	Duelist Saga_tcg	Ultra Rare
Dark Magician of Chaos	Duelist Saga_tcg	Ultra Rare
Dark Summoning Beast	Duelist Saga_tcg	Ultra Rare
Darklord Descent	Duelist Saga_tcg	Ultra Rare
Darklord Ukoback	Duelist Saga_tcg	Ultra Rare
Deep Sea Diva	Duelist Saga_tcg	Ultra Rare
Depth Shark	Duelist Saga_tcg	Ultra Rare
Diabound Kernel	Duelist Saga_tcg	Ultra Rare
Diamond Dust	Duelist Saga_tcg	Ultra Rare
Dimensional Fissure	Duelist Saga_tcg	Ultra Rare
Doomcaliber Knight	Duelist Saga_tcg	Ultra Rare
Double Fin Shark	Duelist Saga_tcg	Ultra Rare
Dueltaining	Duelist Saga_tcg	Ultra Rare
Effect Veiler	Duelist Saga_tcg	Ultra Rare
Elemental HERO Honest Neos	Duelist Saga_tcg	Ultra Rare
Evilswarm Ophion	Duelist Saga_tcg	Ultra Rare
Evolzar Laggia	Duelist Saga_tcg	Ultra Rare
Fallen Paradise	Duelist Saga_tcg	Ultra Rare
Formula Synchron	Duelist Saga_tcg	Ultra Rare
Fossil Dyna Pachycephalo	Duelist Saga_tcg	Ultra Rare
Full Armored Black Ray Lancer	Duelist Saga_tcg	Ultra Rare
Full Armored Crystalzero Lancer	Duelist Saga_tcg	Ultra Rare
Future Fusion	Duelist Saga_tcg	Ultra Rare
Gladiator Beast Gyzarus	Duelist Saga_tcg	Ultra Rare
Goyo Guardian	Duelist Saga_tcg	Ultra Rare
Gozuki	Duelist Saga_tcg	Ultra Rare
Guard Penguin	Duelist Saga_tcg	Ultra Rare
Halfway to Forever	Duelist Saga_tcg	Ultra Rare
Hamon, Lord of Striking Thunder	Duelist Saga_tcg	Ultra Rare
Harpie's Feather Storm	Duelist Saga_tcg	Ultra Rare
Honest	Duelist Saga_tcg	Ultra Rare
Imperial Order	Duelist Saga_tcg	Ultra Rare
Infernity Launcher	Duelist Saga_tcg	Ultra Rare
Jinzo	Duelist Saga_tcg	Ultra Rare
Judgment Dragon	Duelist Saga_tcg	Ultra Rare
Junk Synchron	Duelist Saga_tcg	Ultra Rare
Legacy of a HERO	Duelist Saga_tcg	Ultra Rare
Legacy of the Duelist	Duelist Saga_tcg	Ultra Rare
Light Wing Shield	Duelist Saga_tcg	Ultra Rare
M-X-Saber Invoker	Duelist Saga_tcg	Ultra Rare
Magician of Faith	Duelist Saga_tcg	Ultra Rare
Masked HERO Dark Law	Duelist Saga_tcg	Ultra Rare
Mezuki	Duelist Saga_tcg	Ultra Rare
Mirror Force	Duelist Saga_tcg	Ultra Rare
Monster Gate	Duelist Saga_tcg	Ultra Rare
Necroid Synchro	Duelist Saga_tcg	Ultra Rare
Necrovalley	Duelist Saga_tcg	Ultra Rare
Neo-Spacian Grand Mole	Duelist Saga_tcg	Ultra Rare
Number 28: Titanic Moth	Duelist Saga_tcg	Ultra Rare
Number 70: Malevolent Sin	Duelist Saga_tcg	Ultra Rare
Number 94: Crystalzero	Duelist Saga_tcg	Ultra Rare
Plaguespreader Zombie	Duelist Saga_tcg	Ultra Rare
Pot of Duality	Duelist Saga_tcg	Ultra Rare
Power Wall	Duelist Saga_tcg	Ultra Rare
Raviel, Lord of Phantasms	Duelist Saga_tcg	Ultra Rare
Red-Eyes Darkness Metal Dragon	Duelist Saga_tcg	Ultra Rare
Rescue Cat	Duelist Saga_tcg	Ultra Rare
Royal Decree	Duelist Saga_tcg	Ultra Rare
Saber Shark	Duelist Saga_tcg	Ultra Rare
Sea Lord's Amulet	Duelist Saga_tcg	Ultra Rare
Silent Angler	Duelist Saga_tcg	Ultra Rare
Skydive Scorcher	Duelist Saga_tcg	Ultra Rare
Solemn Warning	Duelist Saga_tcg	Ultra Rare
Soul Charge	Duelist Saga_tcg	Ultra Rare
Synchro Call	Duelist Saga_tcg	Ultra Rare
Tour Guide From the Underworld	Duelist Saga_tcg	Ultra Rare
Treeborn Frog	Duelist Saga_tcg	Ultra Rare
Trishula, Dragon of the Ice Barrier	Duelist Saga_tcg	Ultra Rare
Tsukuyomi	Duelist Saga_tcg	Ultra Rare
Uria, Lord of Searing Flames	Duelist Saga_tcg	Ultra Rare
Vision HERO Vyon	Duelist Saga_tcg	Ultra Rare
Wandering King Wildwind	Duelist Saga_tcg	Ultra Rare
White Veil	Duelist Saga_tcg	Ultra Rare
Constellar Ptolemy M7	Duelist Set DX- Double Union_ocg	Secret Rare
Evilswarm Ouroboros	Duelist Set DX- Double Union_ocg	Secret Rare
Allure of Darkness	Duelist Set- Version Dark Returner_ocg	Common
Book of Moon	Duelist Set- Version Dark Returner_ocg	Common
Call of the Haunted	Duelist Set- Version Dark Returner_ocg	Common
Chain Summoning	Duelist Set- Version Dark Returner_ocg	Common
Creeping Darkness	Duelist Set- Version Dark Returner_ocg	Common
Dark Armed Dragon	Duelist Set- Version Dark Returner_ocg	Common
Dark Hole	Duelist Set- Version Dark Returner_ocg	Common
Dark Illusion	Duelist Set- Version Dark Returner_ocg	Common
Darklight	Duelist Set- Version Dark Returner_ocg	Common
Escape from the Dark Dimension	Duelist Set- Version Dark Returner_ocg	Common
Evilswarm Azzathoth	Duelist Set- Version Dark Returner_ocg	Common
Evilswarm Castor	Duelist Set- Version Dark Returner_ocg	Common
Evilswarm Coppelia	Duelist Set- Version Dark Returner_ocg	Common
Evilswarm Golem	Duelist Set- Version Dark Returner_ocg	Common
Evilswarm Heliotrope	Duelist Set- Version Dark Returner_ocg	Common
Evilswarm Hraesvelg	Duelist Set- Version Dark Returner_ocg	Common
Evilswarm Kerykeion	Duelist Set- Version Dark Returner_ocg	Super Rare
Evilswarm Ketos	Duelist Set- Version Dark Returner_ocg	Common
Evilswarm Mandragora	Duelist Set- Version Dark Returner_ocg	Common
Evilswarm O'lantern	Duelist Set- Version Dark Returner_ocg	Common
Evilswarm Obliviwisp	Duelist Set- Version Dark Returner_ocg	Common
Evilswarm Ophion	Duelist Set- Version Dark Returner_ocg	Ultra Rare
Evilswarm Ouroboros	Duelist Set- Version Dark Returner_ocg	Ultra Rare
Evilswarm Salamandra	Duelist Set- Version Dark Returner_ocg	Common
Evilswarm Thunderbird	Duelist Set- Version Dark Returner_ocg	Common
Evilswarm Zahak	Duelist Set- Version Dark Returner_ocg	Common
Fiendish Chain	Duelist Set- Version Dark Returner_ocg	Common
Infestation Infection	Duelist Set- Version Dark Returner_ocg	Common
Infestation Pandemic	Duelist Set- Version Dark Returner_ocg	Common
Infestation Terminus	Duelist Set- Version Dark Returner_ocg	Common
Light-Imprisoning Mirror	Duelist Set- Version Dark Returner_ocg	Common
Recurring Nightmare	Duelist Set- Version Dark Returner_ocg	Common
Return from the Different Dimension	Duelist Set- Version Dark Returner_ocg	Common
